选房		4121 35.2176	
计分		4121 65.1369	
遂宁市		4291 37.5431	
多维度		4120 12.2912	
如意		4120 52.1471	
建设工程		4117 37.6482	
扎桩		4116 23.4784	
小场地		4116 27.8014	
玉泉		4116 29.626	
只能		4115 26.4664	
土坯房		4114 22.6715	
了吗		4114 23.4784	
大方县		4114 25.6041	
高兴		4114 30.189	
何宇		4114 140.87	
城市形态		4113 25.6041	
3.02		4112 11.7392	
刘诗瑶		4112 11.7392	4296 11.7392	
3.00		4112 11.7392	
用海用		4112 35.2176	
优于		4110 24.3413	
离异		4110 30.9515	
冻资		4110 82.1744	
用途		4109 20.9018	
铠甲		4108 9.19115	
一往无前		4108 10.7652	
c849b2323a53		4108 11.7392	
而战		4108 11.7392	
过热		4107 34.1388	
商场		4106 64.7403	
智治		4105 35.2176	
星河湾		4104 46.8138	
谷内		4103 22.6715	
汽摩		4103 23.4784	
厂区		4103 29.1331	
钢厂		4103 32.2401	
赛车		4103 99.6885	
淡季		4102 26.1567	
反转		4353 16.0181	
房人		4102 35.2176	
不淡		4102 35.2176	
大城市		4101 36.5519	4137 51.1726	
承租人		4101 95.7832	4139 53.2129	
共担		4100 35.2176	
劲松		4100 51.059	
和睦		4100 86.6161	
高约		4098 23.4784	
综合体		4098 27.4672	4106 228.894	
凡河		4338 35.2176	
高层		4098 29.6096	
掌上明珠		4097 21.2097	
跳绳		4097 22.1349	
次数		4095 15.0753	
金融体系		4093 16.2032	
郭树清		4093 57.0789	
老干部局		4090 12.2912	
颐园		4088 35.2176	
停放		4088 36.949	4194 36.949	
停车费		4088 77.8966	
收房		4087 46.9568	
非国有		4282 51.5858	
租客		4087 70.4352	4133 23.4784	
短租		4087 105.653	
晓风		4087 118.868	
二房东		4087 250.943	
扩大内需		4086 15.4207	
户籍制度		4086 20.1011	
增祥		4085 23.4784	
摇号		4084 35.2176	4110 58.696	4121 105.653	
打补丁		4084 38.4062	
房管		4083 19.6463	
收存		4083 23.6425	
立案查处		4083 23.9095	
市住		4083 35.2176	
协会会长		4082 9.36808	
规模化		4082 9.38982	
昊天		4082 11.0103	
住的		4082 11.7392	
汤天承		4276 11.7392	
创始人		4080 14.6401	
买房		4080 47.5004	4110 39.5837	4148 23.7502	
居理		4080 93.9136	
煤灰		4079 21.5304	
花费		4079 30.6105	
煤烟		4079 34.5083	
直接		4078 29.0344	
报酬		4078 78.4155	
签订合同		4078 79.0026	
基本农田		4077 57.0789	
挖田造		4077 93.9136	
集体土地		4076 40.466	
已故		4076 56.0808	
市州		4075 11.7392	
37.9		4075 11.7392	
半篇		4075 13.2075	
发证		4075 21.7123	
财政资金		4073 55.8943	
金融中心		4072 24.7341	4141 32.9787	
现浇		4072 25.0288	
预制厂		4072 35.2176	
预制构件		4072 51.2083	
装配式		4072 162.373	
后付费		4071 27.8014	
停车		4071 32.3822	4088 97.1465	4155 16.1911	4209 16.1911	
冷知暖		4071 79.2452	
一业		4065 24.5825	
留住		4064 27.1695	
赵永超		4064 35.2176	
约定		4062 21.5197	
任意		4062 22.5363	
管理中心		4062 35.4549	4076 35.4549	
缴存		4062 41.2686	
用卡		4062 117.392	
公积金		4062 158.904	4076 167.267	
应由		4061 18.0817	
缴纳		4061 38.8473	4121 46.6167	
代缴		4061 59.1062	
龙光		4060 258.262	
世茂		4060 389.01	
小额贷款		4059 18.6111	
自查		4059 19.392	
住房贷款		4059 19.6463	4146 58.9388	
稽核		4059 61.5785	
保监局		4059 72.4173	4146 51.7266	
上化		4057 23.4784	
经纪人		4057 83.3616	
贝壳		4057 103.349	4142 25.8372	
保障性		4055 60.5388	4094 43.242	4101 34.5936	4137 43.242	
租房		4055 176.806	4087 120.972	4094 130.278	4101 158.194	4133 74.4445	4137 139.583	
研判		4176 26.5525	4187 17.7016	4218 26.5525	
房建		4054 35.2176	
放心		4053 30.8745	
夏智刚		4052 11.7392	
实拍图		4052 11.7392	
北戴河		4052 20.6343	
2601.6		4051 11.7392	
2213		4051 11.7392	
13000		4050 11.7392	
EF3		4050 11.7392	
杨丁淼		4050 11.7392	
轻伤		4050 19.1137	
公安部经济犯罪侦查局		4049 11.7392	
ed7		4049 11.7392	
b08bde1		4049 11.7392	
国门		4048 19.3044	
活体		4048 20.188	
邮寄		4048 29.1331	
截获		4048 29.2254	
邮局		4048 36.5883	
陈旭		4046 12.2912	
博明		4045 23.4784	
卖的		4045 23.4784	
熊琦		4044 11.7392	
1197		4044 11.7392	
冰雹		4043 45.4425	4047 27.2655	
橙色		4043 49.2881	
雷电		4043 62.3243	
雷暴		4043 90.0797	4047 20.0177	
突发事件		4042 17.6016	
黄瓜秧		4041 13.9007	
董乃成		4041 23.4784	
自救		4039 54.5799	
互救		4039 89.6145	
防办		4038 10.8096	
抵京		4171 54.7812	
工作进度		4038 10.9562	
1062		4038 11.7392	
治安案件		4037 13.2075	
解广亚		4103 23.4784	
贩毒分子		4037 13.9007	
入岛		4037 23.4784	
查缉		4037 61.4562	
飞乐		4035 23.4784	
得到		4034 18.4372	4093 18.4372	
此事		4034 19.2304	
换发		4034 21.7123	
特事		4034 23.1962	
张亚松		4034 23.4784	
权证		4034 30.8333	
房本		4034 35.2176	
井陉县		4034 100.734	
养老院		4033 19.7153	
诊室		4033 22.6715	
生活必需		4033 25.0288	
胡常发		4031 58.696	
防雷		4030 22.6715	
大暴雨		4029 10.9049	
大到暴雨		4029 12.8021	
中北部		4029 27.6006	4030 27.6006	
局地		4029 31.2125	4047 41.6167	4336 41.6167	
肇事		4028 19.3623	
交通警察		4028 19.9377	
常青		4028 20.8699	
牵引		4236 47.0915	
济宁市		4028 42.8905	
某斌		4028 46.9568	
在线提交		4026 13.2075	4046 13.2075	
异议		4026 17.1749	4046 17.1749	
报请		4025 10.094	
文件精神		4025 10.9562	
路艺园		4025 11.7392	
985		4024 11.7392	
炖肉		4023 23.4069	
羊杂		4023 25.6041	
分在		4023 30.2161	
分到		4023 55.256	
和平区		4023 70.2207	4025 11.7035	
8500		4019 23.4784	
张逸飞		4017 11.7392	
嗓子疼		4017 12.1089	
EF1		4016 11.7392	
强降雨		4016 24.2178	4042 48.4357	
社会变迁		4014 20.3742	
社会学		4014 23.5884	
基础理论		4014 27.7117	
社厅		4013 23.4784	
致贫		4013 39.6226	4019 26.4151	4031 105.66	4041 13.2075	
炸土豆片		4114 26.4151	
锻炼身体		4012 20.326	
滩区		4012 23.6425	
南昌市		4012 30.7893	
普及率		4039 20.6343	
乐跑团		4012 70.4352	
吴文诩		4010 11.7392	
彩钢板		4010 11.7392	
动焊		4010 11.7392	
稳中有降		4010 11.8212	
200.17		4009 11.7392	
储气		4009 11.7392	
尊重群众		4009 12.5144	
分散式		4009 12.5144	
盲童		4007 25.0288	
作画		4007 27.8865	
阿德		4007 56.3081	
撤职		4006 9.21855	
查干湖		4251 93.9136	4306 105.653	
停职		4006 10.6818	
直属机构		4005 20.188	
樊嘉		4003 11.7392	
可诊		4003 11.7392	
北京市公安局		4001 35.8643	
私刻		4000 24.5825	
高文军		4000 46.9568	
杂技		4000 66.7186	
城管		3999 69.0214	
绿地		3997 36.1946	4124 45.2432	
溢流		3997 53.6131	
泵站		3997 57.0789	4286 22.8315	4344 34.2473	
内涝		3997 63.4108	
央属		3995 70.4352	
代管		3995 91.2553	
号院		3995 129.131	
铺设		3994 17.3715	4154 17.3715	
平整		3994 17.518	
完毕		3994 27.9438	
丹寨县		3993 176.088	
农活		3992 130.657	
万余名		3992 143.877	
安远县		3992 375.318	
同防		3991 35.2176	
生铁		3984 53.3804	
炼铁		3984 54.4824	
208		3984 93.9136	
立方米		3984 154.621	3994 30.9243	4316 30.9243	
铸业		3984 493.047	
高炉		3984 499.437	4103 28.27	
退赃		3982 12.5144	
个赛		3981 35.2176	
溪湖		3980 37.5431	
本溪市		3980 68.0144	
洗钱		3980 72.0283	
搞钱		3979 12.5144	
执行公务		3979 21.4452	
四百万元		3978 13.2075	3982 13.2075	
中级		3978 16.4824	3982 16.4824	
受贿		3978 18.0817	3982 18.0817	
检察长		3978 18.8241	3982 18.8241	
166.24		4136 11.7392	
石家庄市		3978 19.8989	3982 19.8989	
受贿罪		3978 20.0177	3982 20.0177	
追缴		3978 20.5795	3982 20.5795	
被告人		3978 25.3489	3982 25.3489	
抓获		3977 17.7536	
下线		3977 19.6805	
云南昆明		3977 31.7054	
受灾		3976 20.3742	4044 10.1871	
大风		3976 24.6007	4016 16.4005	4030 16.4005	4042 24.6007	4047 32.8009	
明白		3975 52.1848	
南溪		3975 87.6499	
村级		3975 111.075	
公交车站		3974 11.1926	
德清县		3974 11.3357	
拍手叫好		3974 11.5981	
村到		3974 11.7392	
厚皋村		3974 11.7392	
470		3974 11.7392	
用坏		3974 12.2912	
发案率		3971 13.9007	
和解		3971 16.8652	
劳动报酬		3971 19.7507	
起诉		3971 56.0632	
阻碍		3970 15.0276	
轻微		3970 15.6553	
失控		3970 18.0817	
该类		3970 18.177	
认罪		3970 19.5796	
认罚		3970 27.8014	
袭警案		3970 27.8014	
曹某		3969 61.4562	
义务		3969 61.7966	4122 13.7326	
侵权人		3969 83.6834	4122 11.9548	
胡佳		3968 13.9007	
杀虫剂		3968 19.3331	
协助执行		3967 12.5144	
合同纠纷		3966 51.4488	
借款		3966 79.9804	
王某		3966 103.168	4185 28.1367	
赵琳		3965 35.2176	
徐熙		3965 58.696	
玉米芯		3964 11.9548	
间杂着		3964 13.2075	
做点		3964 23.4784	
松茸		3964 57.5139	
周向		3963 11.7392	
义城		3961 35.2176	
曹力		3961 35.2176	
径路		3960 11.9548	
解聘		4006 10.9562	
险情		3960 20.4742	
标牌		3960 22.3853	
万余块		3960 27.8014	
管内		3960 29.68	
行车		3960 33.5652	
大学堂		3958 42.8905	
修业		3958 49.165	
涉氢		3957 23.4784	
国土资源		4085 18.9161	
续航		3957 38.6663	4237 67.666	4241 77.3326	
省区市		3954 19.8989	
国光		3954 60.0531	3955 40.0354	
油黑		4256 23.1962	
数十套		3953 13.2075	
承灾体		3952 23.4784	
区划		3952 27.4672	3954 54.9345	3955 36.623	
230		4044 11.7392	
朱多伸		3951 58.696	
中央苏区		3951 58.7388	
人民法院		3951 62.1036	3978 15.5259	3982 15.5259	
中华苏维埃共和国		3951 104.984	
彭楷福		4090 23.4784	
最高法院		3951 130.137	
母线		3950 57.0789	
负荷		3950 87.7671	
Turbo		3949 23.4784	
870		3949 23.4784	
虚拟内存		3949 27.8014	
仿冒		3948 45.3429	
毛利率		3947 38.7932	4060 225.001	
预计		3947 44.7495	4157 39.7774	
歌尔		3947 46.9568	
营收		3947 117.392	4170 11.7392	4173 23.4784	
迪戈加西亚岛		3945 12.8021	
巴林		3945 19.2204	
舒恩		3945 58.696	
凯利		3945 151.986	
二连浩特		4222 11.7035	
物流园区		3943 55.6404	
库克		3942 29.5207	
美元		3942 31.1117	
国产品牌		3941 22.8315	
天车		3940 23.4784	
家庭影院		3938 41.702	
遥控器		3938 67.5697	
业务流程		3937 61.903	
SAP		3937 258.262	
李师傅		3936 33.0309	
390		3935 11.7392	
Senvirtne		3935 11.7392	
零售商		3935 17.8479	
MyDeal		3935 70.4352	
订阅		3932 24.7977	
陈先生		3931 18.8927	
吃饭		3931 25.7769	
服务员		3931 62.3717	
爆款		3928 23.4784	
群组		3927 13.2075	
倚重		3926 27.6556	
雷军		3925 13.2075	
相位		3925 18.3644	
概念性		3925 21.2097	
钟新龙		3925 23.4784	
摩托罗拉		3925 52.0209	3949 31.2125	
MAGIC		3924 70.4352	
品牌手机		3924 95.6381	
像素点		3923 76.8124	
DALL		3923 82.1744	
黄岩		3923 94.4953	
自然语言		3923 219.134	
小票		3917 36.3268	
补办		3917 44.2699	
手续费		3915 25.1257	
小强		3915 27.4672	
制止		4112 37.837	
巨鹿县		3915 86.0387	
被害人		3915 96.6657	
陌陌		3915 105.653	
小尹		3915 164.349	
银发		3913 32.0454	
王大爷		3911 67.1558	
信号传		3908 12.2912	
电视频道		3908 45.6631	3909 57.0789	
经验交流		3907 21.4452	
派单		3907 35.2176	
农货		3906 58.696	
碧桂园		4065 79.0026	
黑灰		3905 82.1744	
服务收入		3903 57.0789	4065 22.8315	
土墙		3902 19.392	
汲镇		3902 23.4784	
万斤		3902 32.4289	
张建平		3902 48.4357	
前沿技术		3899 24.5825	
共治		3898 23.4784	4068 23.4784	
信阅		3897 35.2176	
遇冷		3896 29.7351	
停运		3896 43.4246	
日前		4009 12.1831	4096 18.2746	
帮凶		3895 20.9334	3980 31.4001	
还魂		3895 21.3636	
善款		3894 42.8905	
阿里		3894 202.54	
博彩		3893 49.3766	
拦截		3893 83.9129	
专业级		3892 50.0575	
手机号码		3889 10.5685	
大局意识		3889 10.8096	
更多更好		3889 11.1926	
发红包		3889 11.7035	
留人		3889 22.5232	4064 33.7849	
同工		3888 13.9007	
大病		3888 17.7275	
良好		3886 22.7764	
北京大学医学部		3883 23.4784	
诈骗者		3881 41.702	
总金额		3881 45.4425	3893 45.4425	
2.15		3880 11.7392	
强迫		3879 15.4496	
互联网络		3878 33.5779	
占非		3878 35.2176	
Search		3877 35.2176	
Sohu		3877 35.2176	
畅游		3877 43.2385	
搜狐		3877 70.5047	
净亏损		3877 72.2201	
归于		3877 74.4899	
会计准则		3877 80.6958	4170 8.9662	
美国通用		3877 99.0928	
157		3876 11.7392	
廊道		4333 43.2385	
五行		4040 16.987	
应用软件		3876 19.9377	
箱包		3873 10.7652	
售货		3873 11.1926	
毛绒玩具		3873 11.2616	
1150		3873 11.7392	
白沟		3873 19.4836	
法律法规		3872 16.2773	
维昂		3871 35.2176	
以案		4274 23.4784	
卡恩		3871 88.4083	
不便		3868 21.9229	
围着		3868 23.4898	
CNNIC		3868 35.2176	3880 23.4784	3884 35.2176	
打榜		3867 23.4784	
断章取义		3867 23.6425	
解压		3865 34.0072	
版号		3865 58.696	
